{} Possibly invalid python code. <br>{},{} يُحتمل أن يكون رمز Python غير صالح. <br> {}
{} e-invoices cancelled successfully,تم إلغاء {} فواتير إلكترونية بنجاح
{} e-invoices generated successfully,تم إنشاء {} فواتير إلكترونية بنجاح
{} has been disabled. It can only be enabled if {} is checked.,تم تعطيل {}. يمكن تمكينه فقط إذا تم تحديد {}.
{} is a child company.,{} هي شركة فرعية.
{} is mandatory for generating E-Invoice Summary Report,{} إلزامي لإنشاء تقرير ملخص الفاتورة الإلكترونية
{} of {} {} ignored for item {} because you have {} role.,تم تجاهل {} من {} {} للصنف {} لأن لديك {} دور.
{} wants to access the following details from your account,يريد {} الوصول إلى التفاصيل التالية من حسابك
{} {} is already linked with another {},{} {} مرتبط بالفعل بـ {} آخر
🎊️🎊️ Work Anniversary Reminder 🎊️🎊️,🎊️🎊️ تذكير ذكرى العمل 🎊️🎊️
Toggle Theme,تبديل السمة
A4,A4
API Endpoint,نقطة وصولAPI
API Key,مفتاح API
Access Token,رمز وصول
Account,حساب
Accounts Manager,مدير حسابات
Accounts User,حسابات الموظفين
Action,إجراء
Actions,الإجراءات
Active,نشط
Add,إضافة
Add Comment,أضف تعليق
Add Row,اضف سطر
Address,عنوان
Address Line 2,العنوان سطر 2
Address Title,إسم العنوان
Address Type,نوع العنوان
Administrator,مدير
All Day,كل يوم
Allow Delete,السماح بالحذف
Amended From,معدل من
Amount,كمية
Applicable For,قابل للتطبيق ل
Approval Status,حالة الموافقة
Assign,تكليف
Assign To,تكليف إلى
Attachment,مرفق
Attachments,المرفقات
Author,مؤلف
Auto Repeat,تكرار تلقائي
Base URL,الرابط الأساسي
Based On,وبناء على
Beginner,مبتدئ
Billing,الفواتير
Cancel,إلغاء
Category,فئة
Category Name,اسم التصنيف
City,مدينة
City/Town,المدينة / البلدة
Client,عميل
Client ID,رمز العميل
Client Secret,سر العميل
Closed,مغلق
Code,رمز
Collapse All,دمج الجميع
Color,اللون
Company Name,اسم الشركة
Condition,الحالة
Contact,اتصال
Contact Details,تفاصيل الاتصال
Content,محتوى
Content Type,نوع المحتوى
Create,انشاء
Created By,منشئه بواسطه
Current,الحالى
Custom HTML,مخصصةHTML
Custom?,مخصص
Date Format,تنسيق التاريخ
Datetime,التاريخ والوقت
Day,يوم
Default Letter Head,رأس الصفحة الأفتراضي
Defaults,الافتراضيات
Delivery Status,حالة التسليم
Department,قسم
Details,تفاصيل
Document Name,اسم المستند
Document Status,حالة المستند
Document Type,نوع المستند
Domain,شبكة المجال
Domains,المجالات
Draft,مسودة
Edit,تحرير
Email Account,حساب البريد الإلكتروني
Email Address,البريد الالكتروني
Email ID,عنوان الايميل
Email Sent,إرسال البريد الإلكتروني
Email Template,نموذج البريد الإلكتروني
Enable,تمكين
Enabled,ممكن
End Date,تاريخ الأنتهاء
Error Code: {0},رمز الخطأ: {0}
Error Log,سجل الأخطاء
Event,حدث
Expand All,توسيع الكل
Fail,فشل
Failed,فشلت
Fax,فاكس
Feedback,إستجابة 
Female,أنثى
Field Name,اسم الحقل
Fieldname,اسم الحقل
Fields,الحقول
First Name,الاسم الأول
Frequency,تكرار
Friday,الجمعة
From,من
Full,ممتلئ
Full Name,الاسم الكامل
Further nodes can be only created under 'Group' type nodes,"يمكن إنشاء المزيد من الفروع فقط ضمن فرع نوعه ""مجموعة"""
Gender,نوع الجنس
GitHub Sync ID,رقم مزامنة جيثب
Guest,ضيف
Half Day,نصف يوم
Half Yearly,نصف سنوي
High,مستوى عالي
Hourly,باستمرار
Hub Sync ID,رقم مزامنة المحور
IP Address,عنوان IP
Image,صورة
Image View,عرض الصورة
Import Data,بيانات الاستيراد
Import Log,سجل الاستيراد
Inactive,غير نشط
Insert,إدراج
Interests,الإهتمامات او الفوائد
Introduction,مقدمة
Is Active,نشط
Is Completed,قد اكتمل
Is Default,افتراضي
Kanban Board,شريحة كانبان
Label,ملصق
Language Name,اسم اللغة
Last Name,اسم العائلة
Leaderboard,المتفوقين
Letter Head,ترئيس الصفحة
Level,المستوى
Limit,مستوي
Log,سجل
Logs,السجلات
Low,منخفض
Maintenance Manager,مدير الصيانة
Maintenance User,عضو الصيانة
Male,ذكر
Mandatory,إلزامي
Mapping,رسم الخرائط
Mapping Type,نوع رسم الخرائط
Medium,متوسط
Meeting,إجتماع
Message Examples,أمثلة رسائل
Method,طريقة
Middle Name,الاسم الأوسط
Middle Name (Optional),الاسم الأوسط (اختياري)
Monday,الاثنين
Monthly,شهريا
More,أكثر
More Information,المزيد من المعلومات
More...,المزيد...
Move,نقل
My Account,حسابي
New Address,عنوان جديد
New Contact,جهة اتصال جديدة
Next,التالي
No Data,لا توجد بيانات
No address added yet.,لم تتم إضافة أي عنوان حتى الآن.
No contacts added yet.,لم تتم إضافة أي جهات اتصال حتى الآن.
No items found.,لم يتم العثور على الأصناف.
None,لا شيء
Not Permitted,لا يسمح
Not active,غير نشطة
Notes,ملاحظات
Number,رقم
Online,متصل بالإنترنت
Operation,عملية
Options,خيارات
Other,آخر
Owner,مالك
Page Missing or Moved,الصفحة مفقودة أو تم نقلها
Parameter,المعيار
Password,كلمة السر
Payment Gateway,بوابة الدفع
Payment Gateway Name,اسم بوابة الدفع
Payments,المدفوعات
Period,فترة
Pincode,رمز Pin
Plan Name,اسم الخطة
Please enable pop-ups,يرجى تمكين النوافذ المنبثقة
Please select Company,الرجاء اختيار شركة 
Please select {0},الرجاء اختيار {0}
Please set Email Address,يرجى وضع عنوان البريد الإلكتروني
Portal,بوابة
Portal Settings,إعدادات البوابة
Preview,معاينة
Primary,أساسي
Print Format,تنسيق الطباعة
Print Settings,إعدادات الطباعة
Print taxes with zero amount,طباعة الضرائب مع مبلغ صفر
Private,خاص
Property,ممتلكات
Public,عام
Published,نشرت
Purchase Manager,مدير المشتريات
Purchase Master Manager,المدير الرئيسي للمشتريات
Purchase User,موظف المشتريات
Query Options,خيارات الاستعلام
Range,مجال
Rating,تقييم
Received,مستلمة
Recipients,المستلمين
Redirect URL,إعادة توجيه URL
Reference,مرجع
Reference Date,تاريخ المرجع 
Reference Document,مستند مرجعي
Reference Document Type,مرجع نوع المستند
Reference Owner,مرجع المالك
Reference Type,نوع المرجع
Refresh Token,تحديث رمز
Region,منطقة
Rejected,مرفوض
Reopen,إعادة فتح
Replied,رد
Report,تقرير
Report Builder,إنشاء تقرير
Report Type,نوع التقرير
Reports,تقارير
Response,الإستجابة
Role,الدور الوظيفي
Route,مسار
Sales Manager,مدير المبيعات
Sales Master Manager,المدير الرئيسي للمبيعات
Sales User,موظف المبيعات
Salutation,اللقب
Sample,عينة
Saturday,السبت
Saved,حفظ
Scan Barcode,مسح الباركود
Scheduled,مجدول
Search,البحث
Secret Key,المفتاح السري
Select,حدد
Select DocType,حدد نوع المستند
Send Now,أرسل الآن
Sent,أرسلت
Series {0} already used in {1},الترقيم المتسلسل {0} مستخدم بالفعل في {1}
Service,خدمة
Set as Default,تحديد كافتراضي
Settings,إعدادات
Shipping,الشحن
Short Name,الاسم المختصر
Slideshow,عرض الشرائح
Some information is missing,بعض المعلومات مفقود
Source,المصدر
Source Name,اسم المصدر
Standard,اساسي
Start Date,تاريخ البدء
Start Import,بدء الاستيراد
State,حالة
Stopped,توقف
Subject,موضوع
Submit,تسجيل
Successful,ناجح
Summary,ملخص
Sunday,الأحد
System Manager,مدير النظام
Target,الهدف
Task,مهمة
Tax Category,الفئة الضريبية
Test,اختبار
Thank you,شكرا
The page you are looking for is missing. This could be because it is moved or there is a typo in the link.,الصفحة التي تبحث عنها مفقودة. قد يكون هذا بسبب نقله أو وجود خطأ مطبعي في الارتباط.
Timespan,الفترة الزمنية
To,إلى
To Date,إلى تاريخ
Tools,أدوات
Traceback,Traceback
URL,رابط الانترنت
Unsubscribed,إلغاء اشتراكك
Use Sandbox,استخدام ساندبوكس
User,الموظف
User ID,رقم الموظف
Users,الموظفين
Validity,تحقق
Warning,تحذير
Website,الموقع
Website Manager,مدير الموقع
Website Settings,إعدادات الموقع
Wednesday,الأربعاء
Week,أسبوع
Weekdays,أيام الأسبوع
Weekly,الأسبوعية
Welcome email sent,رسالة الترحيب تم أرسالها
Workflow,سير العمل
You need to be logged in to access this page,تحتاج إلى تسجيل الدخول للوصول إلى هذه الصفحة
old_parent,الأصل القديم
{0} is mandatory,{0} إلزامي
to your browser,لمتصفحك
"""Company History""","""نبذة عن الشركة"""
"""Parent"" signifies the parent table in which this row must be added","يشير ""الأصل"" إلى الجدول الأصلي الذي يجب إضافة هذا الصف إليه"
"""Team Members"" or ""Management""","""أعضاء الفريق"" أو ""الإدارة"""
&lt;head > HTML,HTML
In Global Search' not allowed for type {0} in row {1},"""في البحث العام"" غير مسموح للنوع {0} في الصف {1}"
In List View' not allowed for type {0} in row {1},في عرض القائمة' غير مسموح للنوع {0} في الصف {1}
Recipients' not specified,"لم يتم تحديد ""المستلمين"""
(Ctrl + G),(كنترول + G)
** Failed: {0} to {1}: {2},** فشل: {0} إلى {1}: {2}
**Currency** Master,سجل **العملات**
0 - Draft; 1 - Submitted; 2 - Cancelled,0 - مسودّة؛ 1 - تأكيد؛ 2 - إلغاء
0 is highest,0 أعلى قيمة
1 Currency = [?] Fraction\nFor e.g. 1 USD = 100 Cent,وحدة واحدة من العملة = ؟ أجزاء صغيرة من العملة. على سبيل المثال : 1 ريال سعودي = 100 هللة.
1 comment,تعليق واحد
1 hour ago,منذ 1 ساعة
1 minute ago,منذ 1 دقيقة
1 month ago,قبل شهر
1 year ago,منذ سنة
; not allowed in condition,; غير مسموح به في حالة
"<h4>Default Template</h4>\n<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>\n<pre><code>{{ address_line1 }}&lt;br > \n{% if address_line2 %}{{ address_line2 }}&lt;br > {% endif -%}\n{{ city }}&lt;br > \n{% if state %}{{ state }}&lt;br > {% endif -%}\n{% if pincode %} PIN: {{ pincode }}&lt;br > {% endif -%}\n{{ country }}&lt;br > \n{% if phone %}Phone: {{ phone }}&lt;br > {% endif -%}\n{% if fax %}Fax: {{ fax }}&lt;br > {% endif -%}\n{% if email_id %}Email: {{ email_id }}&lt;br > {% endif -%}\n</code></pre>","<h4> افتراضي نموذج <!-- H4--> \n <p> ويستخدم <a href=""http://jinja.pocoo.org/docs/templates/""> جينجا نموذجي templating </a> وجميع مجالات عنوان ( بما في ذلك الحقول المخصصة إن وجدت) سوف تكون متاحة <!-- P--> \n &lt;قبل > &lt;كود > {{address_line1}} العلامة &amp; lt؛ BR &amp; GT؛ \n {٪ إذا address_line2٪} {{address_line2}} العلامة &amp; lt؛ BR &amp; GT؛ { ENDIF٪ -٪} \n {{مدينة}} العلامة &amp; lt؛ BR &amp; GT؛ \n {٪ إذا الدولة٪} {{دولة}} العلامة &amp; lt؛ BR &amp; GT؛ {٪ ENDIF -٪} \n {٪ إذا كان الرقم السري٪} PIN: {{الرقم السري}} العلامة &amp; lt؛ BR &amp; GT؛ {٪ ENDIF -٪} \n {{البلاد}} العلامة &amp; lt؛ BR &amp; GT؛ \n {٪ إذا كان الهاتف٪} الهاتف: {{هاتف}} العلامة &amp; lt؛ BR &amp; GT؛ { ٪ ENDIF -٪} \n {٪ إذا الفاكس٪} فاكس: {{الفاكس}} العلامة &amp; lt؛ BR &amp; GT؛ {٪ ENDIF -٪} \n {٪ إذا٪ email_id} البريد الإلكتروني: {{email_id}} العلامة &amp; lt؛ BR &amp; GT ؛ {٪ ENDIF -٪} \n <!-- الرمز--> <!-- PRE--></p></h4>"
A Lead with this Email Address should exist,يجب أن يوجد عميل محتمل بعنوان البريد الإلكتروني هذا
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,قائمة بالموارد التي سيتمكن تطبيق العميل من الوصول إليها بعد أن يسمح المستخدم بذلك. <br> على سبيل المثال مشروع
A log of request errors,سجل الاخطاء
A new account has been created for you at {0},تم إنشاء حساب جديد لك في {0}
A symbol for this currency. For e.g. $,رمز هذه العملة. $ مثلاً
A word by itself is easy to guess.,كلمة في حد ذاتها هي سهلة التخمين.
API Endpoint Args,نقطة وصول API Args
API Key cannot be regenerated,لا يمكن إعادة إنشاء مفتاح واجهة برمجة التطبيقات
API Password,API كلمة المرور
API Secret,كلمة مرور API
API Username,اسم موظف API
ASC,تصاعدي
About Us Settings,إعدادات صفحة من نحن
About Us Team Member,أعضاء فريق صفحة من نحن
Accept Payment,يوافق على الدفع
Access Key ID,رقم مفتاح الوصول
Access Token URL,رابط رمز الدخول
Action Failed,فشل الأجراء
Action Timeout (Seconds),مهلة الإجراء (ثانية)
"Actions for workflow (e.g. Approve, Cancel).","اجراءات سير العمل مثال : الموافقة,الرفض"
Active Domains,المجالات النشطة
Active Sessions,الجلسات النشطة
Activity Log,سجل النشاط
Activity log of all users.,سجل النشاط لجميع الموظفين.
Add / Manage Email Domains.,إضافة / إدارة مجالات البريد الإلكتروني.
Add / Update,إضافة / تحديث
Add A New Rule,إضافة قاعدة جديدة
Add Another Comment,إضافة تعليق آخر
Add Attachment,إضافة مرفق
Add Column,إضافة عمود
Add Contact,إضافة جهة اتصال
Add Contacts,اضف جهات اتصال
Add Filter,إضافة (فلتر)
Add Group,إضافة مجموعة
Add New Permission Rule,إضافة قاعدة صلاحيات جديدة
Add Review,إضافة مراجعة
Add Signature,إضافة التوقيع
Add Subscribers,إضافة المشتركين
Add Total Row,إضافة صف الإجمالي
Add Unsubscribe Link,إضافة رابط إلغاء الاشتراك
Add User Permissions,إضافة صلاحيات الموظف
Add a New Role,إضافة دور وظيفي جديد
Add a column,إضافة عمود
Add a comment,إضافة تعليق
Add a new section,إضافة قسم جديد
Add a tag ...,أضف إشارة ...
Add all roles,إضافة كافة الأدوار الوظيفية
Add custom forms.,إضافة نماذج مخصصة.
Add custom javascript to forms.,إضافة جافا سكريبت الى (forms)
Add fields to forms.,إضافة حقول إلى النماذج.
Add meta tags to your web pages,أضف إشارات الرقم إلى صفحات الويب الخاصة بك
Add script for Child Table,إضافة البرنامج النصي لجدول الفرع
Add to table,إضافة إلى الجدول
Add your own translations,أضف الترجمة الخاصة بك
"Added HTML in the &lt;head > section of the web page, primarily used for website verification and SEO",وأضاف HTML في القسم &lt;head > من صفحة الويب، تستخدم في المقام الأول للتحقق من الموقع وSEO
Added {0},تمت الإضافة {0}
Adding System Manager to this User as there must be atleast one System Manager,لابد من إضافة صلاحية مدير النظام لهذا الموظف حيث لابد أن يكون هناك على الأقل موظف له هذه الصلاحية
Additional Permissions,ضوابط إضافية
Address Template,نموذج العنوان
Address Title is mandatory.,إسم العنوان إلزامي.
Address and other legal information you may want to put in the footer.,العنوان وغيرها من المعلومات القانونية قد تحتاج لوضع في تذييل الصفحة.
Addresses And Contacts,العناوين و جهات الاتصال
Adds a client custom script to a DocType,إضافة برنامج نصي عميل مخصص إلى DocType
Adds a custom field to a DocType,DocType اضافة حقل خاص ل
Admin,مدير النظام 
Administrator Logged In,تسجيل دخول مدير النظام 
Administrator accessed {0} on {1} via IP Address {2}.,.{2} تسجيل دخول مدير النظام {0} بتاريخ {1} عبر العنوان
Advanced,متقدم
Advanced Control,تحكم متقدم
Advanced Search,البحث المتقدم
Align Labels to the Right,محاذاة التسميات إلى اليمين
Align Value,محاذاة القيمة
All Images attached to Website Slideshow should be public,يجب أن تكون جميع الصور الملحقة لموقع معرض الصور على العام
All customizations will be removed. Please confirm.,سيتم إزالة كافة التخصيصات. يرجى التأكيد.
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","جميع حالات سير العمل وأدوار سير العمل. خيارات حالة المستندات: 0 ""تم الحفظ"" ، و 1 ""تم الإرسال"" و 2 ""تم الإلغاء"""
All-uppercase is almost as easy to guess as all-lowercase.,جميع الأحرف الكبيرة تكون سهلة التخمين تقريبا كالأحرف الصغيرة
Allocated To,المخصصة لـ
Allow,السماح
Allow Bulk Edit,السماح بتحرير الكل
Allow Comments,السماح بالتعليقات
Allow Consecutive Login Attempts,السماح لمحاولات تسجيل الدخول المتتالية
Allow Dropbox Access,السماح بالدخول للدروب بوكس
Allow Edit,السماح بالتحرير
Allow Guest to View,السماح للزائر بالعرض
Allow Import (via Data Import Tool),السماح بالاستيراد (عبر أداة استيراد البيانات)
Allow Incomplete Forms,السماح للنماذج الغير مكتمله
Allow Login After Fail,السماح بتسجيل الدخول بعد الفشل
Allow Login using Mobile Number,السماح بتسجيل الدخول باستخدام رقم الهاتف المحمول
Allow Login using User Name,السماح بتسجيل الدخول باستخدام اسم الموظف
Allow Modules,السماح لوحدات برمجية
Allow Multiple,السماح بالتعدد
Allow Print,السماح للطباعة
Allow Print for Cancelled,السماح بالطباعة للملفات الملغية
Allow Print for Draft,السماح بالطباعة للمسودة
Allow Read On All Link Options,السماح للقراءة على كل خيارات الارتباط
Allow Rename,السماح بإعادة التسمية
Allow Roles,الصلاحيات المسموح بها
Allow Self Approval,السماح بالموافقة الذاتية
Allow approval for creator of the document,السماح بالموافقة على منشئ المستند
Allow events in timeline,السماح للأحداث في الرسم البياني الزمني
Allow in Quick Entry,السماح لأدخال سريع
Allow on Submit,السماح بالإعتماد
Allow only one session per user,السماح لجلسة واحدة فقط لكل موظف
Allow page break inside tables,السماح بفواصل الصفحات داخل الجداول
Allow saving if mandatory fields are not filled,يسمح بحفظ البيانات في حالة عدم ملئ الحقول الإلزامية
Allow user to login only after this hour (0-24),تسمح للموظف لتسجيل الدخول فقط بعد هذه الساعة (0-24)
Allow user to login only before this hour (0-24),تسمح للموظف لتسجيل الدخول فقط قبل هذه الساعة (0-24)
Allowed,السماح
Allowed In Mentions,السماح في الأشارة
"Allowing DocType, DocType. Be careful!",السماح DOCTYPE ، DOCTYPE . كن حذرا!
Already Registered,مسجل بالفعل
Also adding the dependent currency field {0},إضافة حقل العملة التابع أيضًا {0}
"Always add ""Draft"" Heading for printing draft documents","دائما إضافة ""كلمة مسودة"" عند طباعة المسودات"
Always use Account's Email Address as Sender,استخدم دائماً حساب البريد الألكتروني كمرسل
Always use Account's Name as Sender's Name,استخدم دائمًا اسم الحساب كاسم المرسل
Amend,تعديل
Amending,التعديل
Amount Based On Field,المبلغ على أساس الحقل
Amount Field,حقل المبلغ
Amount must be greater than 0.,يجب أن تكون كمية أكبر من 0.
An error occured during the payment process. Please contact us.,حدث خطأ أثناء عملية الدفع. الرجاء التواصل معنا.
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],ملف أيقونة بصيغة ico. يجب أن تكون 16 × 16 بكسل. تم إنشاؤها باستخدام مولد أيقونات. [favicon-generator.org]
Ancestors Of,أجداد
Another transaction is blocking this one. Please try again in a few seconds.,هناك معاملة أخرى تمنع هذا. يرجى المحاولة مرة أخرى في بضع ثوان.
"Another {0} with name {1} exists, select another name",آخر {0} مع اسم {1} موجودا، حدد اسم آخر
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,يمكن استخدام أي لغات طابعة قائمة على السلسلة. تتطلب كتابة الأوامر الأولية معرفة اللغة الأصلية للطابعة التي توفرها الشركة المصنعة للطابعة. يرجى الرجوع إلى دليل المطور المقدم من قبل الشركة المصنعة للطابعة حول كيفية كتابة أوامرهم الأصلية. يتم تقديم هذه الأوامر على جانب الخادم باستخدام لغة قالب Jinja.
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",بصرف النظر عن مدير النظام ، مجموعة الأدوار الوظيفية وصلاحيات الموظف يمكن تعيينها لموظفين اخرين لنفس نوع المستند .
Api Access,الوصول إلى Api
App,تطبيق
App Access Key,مفتاح وصول التطبيق
App Client ID,هوية العميل للتطبيق
App Client Secret,كلمة مرور التطبيق الثانوي
App Name,اسم التطبيق
App Secret Key,المفتاح السري للتطبيق
App not found,لم يتم العثور على التطبيق
App {0} already installed,التطبيق {0} مثبت مسبقا
App {0} is not installed,لم يتم تثبيت التطبيق {0}
Append To,إلحاق لـ
Append To can be one of {0},إلحاق يمكن أن يكون واحدا من {0}
Append To is mandatory for incoming mails,إلحاق إلزامي لرسائل واردة
"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","إضافة كإتصال ضد نوع المستند ( يجب أن يتضمن على الحقول ، ""الحالة"" ، ""الموضوع"")"
Applicable Document Types,أنواع المستندات القابلة للتطبيق
Apply,تطبيق
Apply Strict User Permissions,تطبيق صلاحيات الموظف المحدودة
Apply To All Document Types,تنطبق على جميع أنواع المستندات
Apply this rule if the User is the Owner,تطبيق هذا الحكم إذا كان الموظف هو مالك
Apply to all Documents Types,تنطبق على جميع أنواع المستندات
Appreciate,يقدر
Appreciation,تقدير
Archive,أرشيف
Archived,أرشفة
Archived Columns,أعمدة من الأرشيف
Are you sure you want to delete the attachment?,هل أنت متأكد أنك تريد حذف المرفق؟
Are you sure you want to relink this communication to {0}?,هل أنت متأكد أنك تريد إعادة ربط هذه الاتصالات إلى {0}؟
Are you sure?,هل أنت واثق؟
Arial,Arial
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",كأفضل ممارسة ، لا تقم بتعيين نفس مجموعة قواعد الإذن لأدوار مختلفة. بدلاً من ذلك ، قم بتعيين أدوار متعددة لنفس الموظف
Assign Condition,شرط التكليف
Assign To Users,تكليف للموظفين
"Assign one by one, in sequence",تكليف واحد تلو الآخر ، في التسلسل
Assign to me,تكليف لي
Assign to the one who has the least assignments,كلف الشخص الذي لديه أقل المهام
Assigned,تم التكليف
Assigned By,تكليف بواسطة
Assigned By Full Name,تكليف بواسطة الاسم كامل
Assigned By Me,تكليف مني
Assigned To,كلف إلى
Assigned To/Owner,تكليف لـ / المالك
Assignment,تكليف
Assignment Complete,تم التكليف 
Assignment Completed,تم إنجاز التكليف
Assignment Rule,قاعدة التكليف
Assignment Rule User,موظف قاعدة التكليف
Assignment Rules,قواعد التكليف
Assignment closed by {0},التكليف مغلق من قبل {0}
Assignment for {0} {1},تكليف لـ {0} {1}
Atleast one field of Parent Document Type is mandatory,"على الأقل حقل واحد من ""نوع المستند الأصل"" إلزامي"
Attach,إرفاق
Attach Document Print,إرفاق طباعة المستند
Attach Image,إرفاق صورة
Attach Print,إرفق طباعة
Attach Your Picture,إرفاق صورتك
Attach file for Import,إرفاق ملف للاستيراد
Attach files / urls and add in table.,إرفاق الملفات / عناوين واضافة في الجدول.
Attached To DocType,مرفق بDocType
Attached To Field,مرفق إلى الحقل
Attached To Name,أرفقت للأسم
Attachment Limit (MB),الحد مرفق (MB)
Attachment Removed,تم حذف المرفق
Attempting Connection to QZ Tray...,محاولة الاتصال بـ QZ Tray ...
Attempting to launch QZ Tray...,محاولة إطلاق QZ Tray ...
Auth URL Data,بيانات عنوان المصادقة
Authenticating...,مصادقة ...
Authentication,المصادقة
Authentication Apps you can use are:,تطبيقات المصادقة التي يمكنك استخدامها هي:
Authentication Credentials,بيانات اعتماد المصادقة
Authorization Code,رمز المصادقة
Authorize URL,مصادقة عنوان URL
Authorized,تمت المصادقة
Auto,تلقائى
Auto Email Report,ارسال التقارير عبر البريد الالكتروني الياً
Auto Name,الإسم التلقائي
Auto Reply Message,رد تلقائي على الرسائل
Auto assignment failed: {0},فشل التكليف التلقائي: {0}
Automatically Assign Documents to Users,تكليف المستندات تلقائيًا للموظفين
Automation,التشغيل الآلي
Avatar,الصورة الرمزية
Average,متوسط
Average of {0},متوسط {0}
Avoid dates and years that are associated with you.,تجنب التواريخ والسنوات التي ترتبط معك.
Avoid recent years.,تجنب السنوات الأخيرة.
Avoid sequences like abc or 6543 as they are easy to guess,تجنب تسلسل مثل abc أو 6543 كما أنها سهلة لتخمين
Avoid years that are associated with you.,تجنب السنوات التي ترتبط معك.
Awaiting Password,في انتظار كلمة المرور
Away,بالخارج
BCC,BCC
Back to Desk,العودة الى المكتب
Back to Login,العودة إلى تسجيل الدخول
Background Color,لون الخلفية
Background Email Queue,قائمة معالجة البريد الإلكتروني
Background Jobs,قائمة المهام التى تعمل فى الخلفية
Background Workers,قائمة العمليات
Backup,النسخ الاحتياطي
Backup Frequency,معدل النسخ الاحتياطي
Backup Limit,الحد الاحتياطي
Backup job is already queued. You will receive an email with the download link,وظيفة النسخ الاحتياطي بالفعل في قائمة الانتظار. سوف تتلقى رسالة بريد إلكتروني مع رابط التحميل
Backups,النسخ الاحتياطية
Banner,االبانر
Banner HTML,البانر HTML
Banner Image,البانر صورة
Banner is above the Top Menu Bar.,بانر فوق أعلى شريط القوائم.
Bar,شريط
Base Distinguished Name (DN),قاعدة الاسم المميز (DN)
Based on Permissions For User,اعتماداً على صلاحيات الموظف
Beta,تجريبى
Better add a few more letters or another word,من الأفضل إضافة بضعة أحرف أو كلمة أخرى
Between,ما بين
Bio,السيرة الذاتية
Birth Date,تاريخ الميلاد
Block Module,وحدة برمجية
Block Modules,وحدات برمجية
Blocked,محجوب
Blog,مدونة
Blog Category,تصنيف المدونة
Blog Intro,بدايه المدونه
Blog Introduction,مقدمة المدونه
Blog Post,منشور المدونه
Blog Settings,إعدادات المدونه
Blog Title,عنوان المدونه
Blogger,مدون
Bot,آلي
Both DocType and Name required,كلا DOCTYPE واسم المطلوبة
Both login and password required,كل من تسجيل الدخول وكلمة المرور المطلوبة
Bounced,وثب
Braintree Settings,إعدادات Braintree
Braintree payment gateway settings,إعدادات بوابة الدفع Braintree
Brand HTML,العلامة التجارية HTML
Brand Image,صورة العلامة التجارية
Breadcrumbs,مسار التصفح
Browser not supported,المتصفح غير مدعوم
Brute Force Security,القوة الغاشمة للأمن
Build Report,بناء تقرير
Bulk Delete,حذف بالجملة
Bulk Edit {0},تحرير بالجمله {0}
Bulk Rename,إعادة تسمية بالجمله
Bulk Update,تحديث بالجمله
Busy,مشغول
Button,زر
Button Help,زر المساعدة
Button Label,زر ملصق
Bypass Two Factor Auth for users who login from restricted IP Address,تجاوز مصادقة العامل الثاني للموظفين الذين يقومون بتسجيل الدخول من عنوان IP المقيد
Bypass restricted IP Address check If Two Factor Auth Enabled,تحقق من تجاوز عنوان IP المقيد إذا تم تمكين المصادقة الثنائية
CC,نسخة
"CC, BCC & Email Template",CC ، BCC والبريد الإلكتروني نموذج
CSS,CSS
CSV,CSV
Cache Cleared,تحديث الصفحة
Calculate,إحسب
Calendar Name,اسم التقويم
Calendar View,عرض التقويم
Call,أتصال
Can Read,يمكنه القراءة
Can Share,يمكن مشاركة
Can Write,يمكن كتابة
Can't identify open {0}. Try something else.,لا يمكن تحديد {0} المفتوح. جرب شيئا آخر.
Can't save the form as data import is in progress.,لا يمكن حفظ النموذج اثناء استيراد البيانات.
Cancel {0} documents?,إلغاء {0} مستندات؟
Cancelled Document restored as Draft,تم استعادة المستند الملغى كمسودة
Cancelling,إلغاء
Cancelling {0},الغاء {0}
Cannot Remove,لا يمكن إزالة
Cannot cancel before submitting. See Transition {0},لا يمكن الإلغاء قبل الإرسال. شاهد الانتقال {0}
Cannot change docstatus from 0 to 2,لا يمكن تغيير docstatus 0-2
Cannot change docstatus from 1 to 0,لا يمكن تغيير docstatus من 1 إلى 0
Cannot change header content,لا يمكن تغيير محتوى الرأس
Cannot change state of Cancelled Document. Transition row {0},لا يمكن تغيير حالة المستند ملغاة .
Cannot change user details in demo. Please signup for a new account at https://erpnext.com,لا يمكن تغيير تفاصيل الموظف في العرض التوضيحي. يرجى الاشتراك للحصول على حساب جديد في https://erpnext.com
Cannot create a {0} against a child document: {1},لا يمكن إنشاء {0} ضد مستند فرع: {1}
Cannot delete Home and Attachments folders,لا يمكن حذف المجلدات الرئيسية والمرفقات
